observation_id,endemic,binomial_name,code,image_path,class_id,subset,label_idx,MIVS
4454205,False,Sibynophis chinensis,HK,2016/Sibynophis_chinensis/5366899.jpg,1506,train,92,0
4468814,False,Bungarus multicinctus,TW,2016/Bungarus_multicinctus/5391054.jpg,261,train,15,1
4976791,False,Achalinus rufescens,HK,2016/Achalinus_rufescens/6075694.jpeg,9,train,0,0
39695808,False,Pseudoxenodon macrops,CN,2016/Pseudoxenodon_macrops/63002928.jpeg,1402,train,80,0
45682592,False,Cerberus schneiderii,MY,2016/Cerberus_schneiderii/72448302.jpeg,306,train,21,0
45682592,False,Cerberus schneiderii,MY,2016/Cerberus_schneiderii/72451083.jpeg,306,train,21,0
81681046,False,Malayopython reticulatus,SG,2016/Malayopython_reticulatus/133989533.jpg,1004,train,57,0
94683359,True,Oreocryptophis porphyraceus,TH,2016/Oreocryptophis_porphyraceus/157094764.jpg,1198,train,69,0
5287858,False,Ahaetulla prasina,unknown,2016/Ahaetulla_prasina/6540193.jpeg,47,train,3,0
30235619,False,Elaphe carinata,CN,2016/Elaphe_carinata/47228611.jpg,612,train,32,0
4521277,False,Ophiophagus hannah,ID,2016/Ophiophagus_hannah/5473885.jpeg,1190,train,66,1
31739938,False,Trimeresurus albolabris,TH,2016/Trimeresurus_albolabris/49707947.jpeg,1662,train,96,1
93944950,False,Oligodon fasciolatus,TH,2016/Oligodon_fasciolatus/155771881.jpeg,1172,train,63,0
93948419,False,Calliophis maculiceps,TH,2016/Calliophis_maculiceps/155778709.jpeg,281,train,19,0
93948419,False,Calliophis maculiceps,TH,2016/Calliophis_maculiceps/155778727.jpeg,281,train,19,0
93948419,False,Calliophis maculiceps,TH,2016/Calliophis_maculiceps/155778739.jpeg,281,train,19,0
93948419,False,Calliophis maculiceps,TH,2016/Calliophis_maculiceps/155778746.jpeg,281,train,19,0
4559992,False,Hydrophis curtus,unknown,2016/Hydrophis_curtus/5511055.jpg,814,train,44,0
32848890,False,Indotyphlops braminus,MG,2016/Indotyphlops_braminus/51549616.jpeg,849,train,48,0
32848890,False,Indotyphlops braminus,MG,2016/Indotyphlops_braminus/51549627.jpeg,849,train,48,0
66694891,False,Myrrophis chinensis,CN,2016/Myrrophis_chinensis/107575778.jpeg,1105,train,58,0
70483772,False,Lycodon capucinus,ID,2016/Lycodon_capucinus/114595386.jpg,951,train,50,0
93950101,False,Bungarus fasciatus,TH,2016/Bungarus_fasciatus/155782035.jpeg,259,train,13,1
93950101,False,Bungarus fasciatus,TH,2016/Bungarus_fasciatus/155782040.jpeg,259,train,13,1
93950103,False,Coelognathus flavolineatus,TH,2016/Coelognathus_flavolineatus/155782095.jpeg,354,train,23,0
93950103,False,Coelognathus flavolineatus,TH,2016/Coelognathus_flavolineatus/155782113.jpeg,354,train,23,0
96075247,False,Lycodon capucinus,ID,2016/Lycodon_capucinus/159569616.jpg,951,train,50,0
4678831,False,Boiga cyanea,TH,2016/Boiga_cyanea/5677539.jpeg,182,train,5,0
4678891,False,Rhabdophis nigrocinctus,TH,2016/Rhabdophis_nigrocinctus/5677621.jpeg,1446,train,89,0
66694573,False,Ptyas mucosa,CN,2016/Ptyas_mucosa/107575262.jpeg,1414,train,85,0
66694647,False,Trimerodytes aequifasciatus,CN,2016/Trimerodytes_aequifasciatus/107575296.jpeg,1690,train,104,0
66694647,False,Trimerodytes aequifasciatus,CN,2016/Trimerodytes_aequifasciatus/107575318.jpeg,1690,train,104,0
66694647,False,Trimerodytes aequifasciatus,CN,2016/Trimerodytes_aequifasciatus/107575316.jpeg,1690,train,104,0
72659956,False,Trimeresurus vogeli,TH,2016/Trimeresurus_vogeli/118504912.jpeg,1688,train,103,1
72659956,False,Trimeresurus vogeli,TH,2016/Trimeresurus_vogeli/118505145.jpeg,1688,train,103,1
101352035,False,Amphiesma stolatum,IN,2016/Amphiesma_stolatum/169250585.jpeg,66,train,4,0
4615991,True,Lycodon ruhstrati,TW,2016/Lycodon_ruhstrati/5584517.jpeg,966,train,56,0
4615991,True,Lycodon ruhstrati,TW,2016/Lycodon_ruhstrati/5584520.jpeg,966,train,56,0
4727061,False,Trimeresurus albolabris,ID,2016/Trimeresurus_albolabris/5715036.jpg,1662,train,96,1
5321874,False,Trimeresurus albolabris,ID,2016/Trimeresurus_albolabris/6581098.jpeg,1662,train,96,1
26849046,False,Laticauda colubrina,PH,2016/Laticauda_colubrina/41715546.jpeg,887,train,49,0
69758392,False,Tropidolaemus wagleri,TH,2016/Tropidolaemus_wagleri/113266892.jpg,1714,train,106,1
69760401,False,Trimeresurus albolabris,KH,2016/Trimeresurus_albolabris/113270700.jpg,1662,train,96,1
93950628,False,Lycodon capucinus,TH,2016/Lycodon_capucinus/155783718.jpeg,951,train,50,0
93950628,False,Lycodon capucinus,TH,2016/Lycodon_capucinus/155783730.jpeg,951,train,50,0
98886464,False,Gonyosoma oxycephalum,PH,2016/Gonyosoma_oxycephalum/164739794.jpeg,750,train,40,0
5486716,False,Gonyosoma oxycephalum,ID,2016/Gonyosoma_oxycephalum/6759047.jpeg,750,train,40,0
5486716,False,Gonyosoma oxycephalum,ID,2016/Gonyosoma_oxycephalum/6759048.jpeg,750,train,40,0
5486716,False,Gonyosoma oxycephalum,ID,2016/Gonyosoma_oxycephalum/6759049.jpeg,750,train,40,0
5486716,False,Gonyosoma oxycephalum,ID,2016/Gonyosoma_oxycephalum/6759050.jpeg,750,train,40,0
6209313,False,Rhabdophis nigrocinctus,TH,2016/Rhabdophis_nigrocinctus/7798377.jpg,1446,train,89,0
6209313,False,Rhabdophis nigrocinctus,TH,2016/Rhabdophis_nigrocinctus/7798379.jpg,1446,train,89,0
75614938,False,Boiga dendrophila,MY,2016/Boiga_dendrophila/123721605.jpeg,184,train,6,0
92203805,False,Oligodon taeniatus,TH,2016/Oligodon_taeniatus/152631777.jpg,1182,train,65,0
10337030,False,Hydrophis platurus,PA,2016/Hydrophis_platurus/14331903.jpg,822,train,46,0
66694734,False,Coelognathus radiatus,CN,2016/Coelognathus_radiatus/107575483.jpeg,356,train,24,0
66694734,False,Coelognathus radiatus,CN,2016/Coelognathus_radiatus/107575489.jpeg,356,train,24,0
66694734,False,Coelognathus radiatus,CN,2016/Coelognathus_radiatus/107575496.jpeg,356,train,24,0
4751576,False,Trimeresurus albolabris,ID,2016/Trimeresurus_albolabris/5779152.jpeg,1662,train,96,1
32253488,False,Bungarus candidus,TH,2016/Bungarus_candidus/50571503.jpg,257,train,12,1
4912593,False,Sibynophis melanocephalus,ID,2016/Sibynophis_melanocephalus/5980399.jpg,1509,train,94,0
10430719,False,Coelognathus radiatus,TH,2016/Coelognathus_radiatus/14492668.jpeg,356,train,24,0
10430719,False,Coelognathus radiatus,TH,2016/Coelognathus_radiatus/19223655.jpeg,356,train,24,0
54614174,False,Cerberus schneiderii,TH,2016/Cerberus_schneiderii/86909919.jpeg,306,train,21,0
54614174,False,Cerberus schneiderii,TH,2016/Cerberus_schneiderii/86909940.jpeg,306,train,21,0
54614174,False,Cerberus schneiderii,TH,2016/Cerberus_schneiderii/86909931.jpeg,306,train,21,0
4845207,False,Ptyas mucosa,ID,2016/Ptyas_mucosa/5883600.jpg,1414,train,85,0
4845208,False,Ptyas mucosa,ID,2016/Ptyas_mucosa/5883601.jpg,1414,train,85,0
7724679,False,Rhabdophis chrysargos,ID,2016/Rhabdophis_chrysargos/10134258.jpg,1438,train,87,0
7724679,False,Rhabdophis chrysargos,ID,2016/Rhabdophis_chrysargos/10134260.jpg,1438,train,87,0
7724679,False,Rhabdophis chrysargos,ID,2016/Rhabdophis_chrysargos/10134259.jpg,1438,train,87,0
4886058,False,Coelognathus flavolineatus,MY,2016/Coelognathus_flavolineatus/5941345.jpeg,354,train,23,0
15382402,False,Ophiophagus hannah,IN,2016/Ophiophagus_hannah/23052416.jpeg,1190,train,66,1
19843203,False,Calliophis intestinalis,ID,2016/Calliophis_intestinalis/30592342.jpg,280,train,18,1
37567681,False,Boiga cyanea,TH,2016/Boiga_cyanea/59579844.jpg,182,train,5,0
41088972,False,Trimeresurus albolabris,VN,2016/Trimeresurus_albolabris/65150909.jpeg,1662,train,96,1
45842374,False,Homalopsis mereljcoxi,TH,2016/Homalopsis_mereljcoxi/72706354.jpg,801,train,43,0
9854567,False,Tropidolaemus wagleri,SG,2016/Tropidolaemus_wagleri/13497458.jpg,1714,train,106,1
12153436,False,Ovophis tonkinensis,HK,2016/Ovophis_tonkinensis/17444519.jpg,1204,train,72,0
28078612,False,Python bivittatus,TH,2016/Python_bivittatus/43744643.jpeg,1418,train,86,0
90628749,False,Homalopsis mereljcoxi,TH,2016/Homalopsis_mereljcoxi/149807160.jpeg,801,train,43,0
45132903,False,Dendrelaphis subocularis,TH,2017/Dendrelaphis_subocularis/71556170.jpg,504,train,30,0
45136194,False,Boiga cyanea,TH,2017/Boiga_cyanea/71561883.jpg,182,train,5,0
45125072,True,Psammodynastes pulverulentus,TH,2017/Psammodynastes_pulverulentus/71543298.jpg,1334,train,79,0
48383842,False,Oligodon fasciolatus,TH,2017/Oligodon_fasciolatus/76767703.jpg,1172,train,63,0
58629158,False,Trimeresurus vogeli,TH,2017/Trimeresurus_vogeli/93616671.jpeg,1688,train,103,1
58629158,False,Trimeresurus vogeli,TH,2017/Trimeresurus_vogeli/93616691.jpeg,1688,train,103,1
5235889,False,Gonyosoma oxycephalum,ID,2017/Gonyosoma_oxycephalum/6474158.jpeg,750,train,40,0
5117994,False,Tropidolaemus wagleri,MY,2017/Tropidolaemus_wagleri/6295552.jpg,1714,train,106,1
5117998,False,Boiga drapiezii,MY,2017/Boiga_drapiezii/6295556.jpg,185,train,7,0
36098813,False,Tropidolaemus wagleri,MY,2017/Tropidolaemus_wagleri/57019052.jpeg,1714,train,106,1
55582553,False,Sinomicrurus macclellandi,VN,2017/Sinomicrurus_macclellandi/88517252.jpg,1520,train,95,0
5886573,False,Calloselasma rhodostoma,ID,2017/Calloselasma_rhodostoma/7337141.jpeg,285,train,20,1
64089108,False,Chrysopelea ornata,IN,2017/Chrysopelea_ornata/102974887.jpeg,345,train,22,0
5167752,False,Malayopython reticulatus,TH,2017/Malayopython_reticulatus/6370935.jpeg,1004,train,57,0
9419377,False,Indotyphlops braminus,ZA,2017/Indotyphlops_braminus/12798949.jpg,849,train,48,0
9419377,False,Indotyphlops braminus,ZA,2017/Indotyphlops_braminus/12798948.jpg,849,train,48,0
38415175,False,Boiga cyanea,TH,2017/Boiga_cyanea/61048562.jpeg,182,train,5,0
48520744,False,Cerberus schneiderii,TH,2017/Cerberus_schneiderii/76997661.jpeg,306,train,21,0
5461291,False,Malayopython reticulatus,ID,2017/Malayopython_reticulatus/6723839.jpg,1004,train,57,0
5461323,False,Gonyosoma oxycephalum,ID,2017/Gonyosoma_oxycephalum/6723897.jpg,750,train,40,0
88264486,True,Oreocryptophis porphyraceus,TH,2017/Oreocryptophis_porphyraceus/145609251.jpeg,1198,train,69,0
34572094,False,Lycodon laoensis,KH,2017/Lycodon_laoensis/54423901.jpg,959,train,54,0
34572094,False,Lycodon laoensis,KH,2017/Lycodon_laoensis/54423902.jpg,959,train,54,0
34572094,False,Lycodon laoensis,KH,2017/Lycodon_laoensis/102021096.jpg,959,train,54,0
72591592,True,Oreocryptophis porphyraceus,TH,2017/Oreocryptophis_porphyraceus/118381262.jpg,1198,train,69,0
7819911,False,Oligodon fasciolatus,MY,2017/Oligodon_fasciolatus/10288913.jpg,1172,train,63,0
19510451,False,Laticauda colubrina,ID,2017/Laticauda_colubrina/30024096.jpg,887,train,49,0
27377926,False,Oligodon fasciolatus,TH,2017/Oligodon_fasciolatus/42591468.jpeg,1172,train,63,0
66696318,False,Indotyphlops braminus,CN,2017/Indotyphlops_braminus/107578094.jpg,849,train,48,0
72427129,False,Bungarus candidus,TH,2017/Bungarus_candidus/118084677.jpeg,257,train,12,1
5255581,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6503584.jpeg,259,train,13,1
5262160,False,Calloselasma rhodostoma,ID,2017/Calloselasma_rhodostoma/6512448.jpeg,285,train,20,1
5407863,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6646001.jpeg,259,train,13,1
19283461,False,Hydrophis platurus,CR,2017/Hydrophis_platurus/29638479.jpg,822,train,46,0
38743135,False,Boiga cyanea,TH,2017/Boiga_cyanea/61623546.jpeg,182,train,5,0
38743135,False,Boiga cyanea,TH,2017/Boiga_cyanea/61623587.jpeg,182,train,5,0
5200873,False,Fordonia leucobalia,ID,2017/Fordonia_leucobalia/6419620.jpg,704,train,37,0
5200873,False,Fordonia leucobalia,ID,2017/Fordonia_leucobalia/6419677.jpg,704,train,37,0
5200873,False,Fordonia leucobalia,ID,2017/Fordonia_leucobalia/6423096.jpg,704,train,37,0
6036958,False,Pareas carinatus,ID,2017/Pareas_carinatus/7561153.jpg,1245,train,74,0
10589910,False,Gonyosoma oxycephalum,MY,2017/Gonyosoma_oxycephalum/14762555.jpeg,750,train,40,0
10589910,False,Gonyosoma oxycephalum,MY,2017/Gonyosoma_oxycephalum/14762557.jpeg,750,train,40,0
5395207,False,Hydrophis platurus,NI,2017/Hydrophis_platurus/6628904.jpeg,822,train,46,0
5395207,False,Hydrophis platurus,NI,2017/Hydrophis_platurus/6628911.jpeg,822,train,46,0
5395207,False,Hydrophis platurus,NI,2017/Hydrophis_platurus/6628916.jpeg,822,train,46,0
17485191,False,Sibynophis melanocephalus,MY,2017/Sibynophis_melanocephalus/26594354.jpg,1509,train,94,0
17485191,False,Sibynophis melanocephalus,MY,2017/Sibynophis_melanocephalus/26594564.jpg,1509,train,94,0
34572007,False,Calloselasma rhodostoma,KH,2017/Calloselasma_rhodostoma/54423770.jpg,285,train,20,1
49820754,False,Laticauda colubrina,PH,2017/Laticauda_colubrina/79099253.jpeg,887,train,49,0
5566204,False,Indotyphlops braminus,AU,2017/Indotyphlops_braminus/6872011.jpeg,849,train,48,0
21624274,False,Rhabdophis chrysargos,MY,2017/Rhabdophis_chrysargos/33477548.jpg,1438,train,87,0
21624274,False,Rhabdophis chrysargos,MY,2017/Rhabdophis_chrysargos/33477549.jpg,1438,train,87,0
103102251,False,Indotyphlops braminus,ID,2017/Indotyphlops_braminus/172487413.jpg,849,train,48,0
20748630,False,Hydrophis platurus,CR,2017/Hydrophis_platurus/31991753.jpeg,822,train,46,0
20748630,False,Hydrophis platurus,CR,2017/Hydrophis_platurus/31991745.jpeg,822,train,46,0
44855499,False,Tropidolaemus wagleri,MY,2017/Tropidolaemus_wagleri/71110838.png,1714,train,106,1
45054300,False,Naja atra,TW,2017/Naja_atra/71432227.jpg,1110,train,59,1
5525632,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/6817066.jpeg,280,train,18,1
6005048,False,Calliophis intestinalis,unknown,2017/Calliophis_intestinalis/7511935.jpeg,280,train,18,1
63556888,False,Gonyosoma oxycephalum,KH,2017/Gonyosoma_oxycephalum/102020620.jpg,750,train,40,0
5516932,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6804591.jpeg,259,train,13,1
5516932,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6804592.jpeg,259,train,13,1
5516932,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6804593.jpeg,259,train,13,1
5516932,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/6804594.jpeg,259,train,13,1
5532650,False,Indotyphlops braminus,ID,2017/Indotyphlops_braminus/6827209.jpeg,849,train,48,0
18564245,False,Ophiophagus hannah,IN,2017/Ophiophagus_hannah/28403253.jpeg,1190,train,66,1
65281184,False,Sibynophis collaris,IN,2017/Sibynophis_collaris/105042260.jpg,1507,train,93,0
66578528,True,Fowlea piscator,LK,2017/Fowlea_piscator/107356477.jpeg,711,train,39,0
66730370,False,Bungarus fasciatus,CN,2017/Bungarus_fasciatus/107640151.jpeg,259,train,13,1
81427739,False,Malayopython reticulatus,TH,2017/Malayopython_reticulatus/133560729.jpg,1004,train,57,0
100765056,False,Trimeresurus guoi,CN,2017/Trimeresurus_guoi/168209616.jpg,1669,train,99,1
5203166,False,Malayopython reticulatus,TL,2017/Malayopython_reticulatus/6423249.jpeg,1004,train,57,0
5203166,False,Malayopython reticulatus,TL,2017/Malayopython_reticulatus/6423358.png,1004,train,57,0
38426822,False,Hydrophis platurus,AE,2017/Hydrophis_platurus/80241299.jpeg,822,train,46,0
38426822,False,Hydrophis platurus,AE,2017/Hydrophis_platurus/80241302.jpeg,822,train,46,0
38426822,False,Hydrophis platurus,AE,2017/Hydrophis_platurus/80241329.jpeg,822,train,46,0
6065208,False,Ptyas korros,HK,2017/Ptyas_korros/7594787.jpg,1412,train,83,0
6065208,False,Ptyas korros,HK,2017/Ptyas_korros/7594806.jpg,1412,train,83,0
7391407,False,Gonyosoma oxycephalum,ID,2017/Gonyosoma_oxycephalum/9594948.jpg,750,train,40,0
12542342,False,Ptyas dhumnades,TW,2017/Ptyas_dhumnades/18116400.jpg,1409,train,82,0
38861023,False,Hydrophis platurus,MX,2017/Hydrophis_platurus/61800899.jpg,822,train,46,0
5672732,False,Sinomicrurus macclellandi,HK,2017/Sinomicrurus_macclellandi/7024766.jpg,1520,train,95,0
5978764,False,Coelognathus flavolineatus,ID,2017/Coelognathus_flavolineatus/7473632.jpeg,354,train,23,0
5978764,False,Coelognathus flavolineatus,ID,2017/Coelognathus_flavolineatus/7473625.jpeg,354,train,23,0
5978764,False,Coelognathus flavolineatus,ID,2017/Coelognathus_flavolineatus/7473636.jpeg,354,train,23,0
6157170,False,Laticauda colubrina,PH,2017/Laticauda_colubrina/7719549.jpg,887,train,49,0
20754021,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/32002258.jpeg,1662,train,96,1
5776511,False,Homalopsis buccata,ID,2017/Homalopsis_buccata/7173257.jpeg,800,train,42,0
5864875,True,Psammodynastes pulverulentus,HK,2017/Psammodynastes_pulverulentus/7303853.jpeg,1334,train,79,0
5979470,False,Calliophis intestinalis,unknown,2017/Calliophis_intestinalis/7474735.jpg,280,train,18,1
18430775,False,Oligodon formosanus,TW,2017/Oligodon_formosanus/28175379.jpg,1173,train,64,0
18988417,False,Ptyas korros,TW,2017/Ptyas_korros/29114214.jpeg,1412,train,83,0
20754253,False,Boiga multomaculata,unknown,2017/Boiga_multomaculata/32002724.jpeg,194,train,10,0
20754253,False,Boiga multomaculata,unknown,2017/Boiga_multomaculata/32002768.jpeg,194,train,10,0
20754253,False,Boiga multomaculata,unknown,2017/Boiga_multomaculata/32002770.jpeg,194,train,10,0
101070608,False,Ptyas major,CN,2017/Ptyas_major/168752243.jpg,1413,train,84,0
5904015,False,Enhydris enhydris,ID,2017/Enhydris_enhydris/7362714.jpg,635,train,35,0
5904015,False,Enhydris enhydris,ID,2017/Enhydris_enhydris/7362722.jpg,635,train,35,0
5904015,False,Enhydris enhydris,ID,2017/Enhydris_enhydris/7362724.jpg,635,train,35,0
5904015,False,Enhydris enhydris,ID,2017/Enhydris_enhydris/7362727.jpg,635,train,35,0
5928624,False,Enhydris enhydris,ID,2017/Enhydris_enhydris/12574207.jpg,635,train,35,0
5952614,False,Homalopsis buccata,ID,2017/Homalopsis_buccata/7434942.jpg,800,train,42,0
5954236,False,Fordonia leucobalia,ID,2017/Fordonia_leucobalia/7437337.jpeg,704,train,37,0
5958143,False,Ahaetulla prasina,ID,2017/Ahaetulla_prasina/7443343.jpeg,47,train,3,0
5958143,False,Ahaetulla prasina,ID,2017/Ahaetulla_prasina/7443349.jpg,47,train,3,0
5958143,False,Ahaetulla prasina,ID,2017/Ahaetulla_prasina/7443356.jpg,47,train,3,0
5958143,False,Ahaetulla prasina,ID,2017/Ahaetulla_prasina/7443357.jpg,47,train,3,0
5959193,False,Boiga dendrophila,ID,2017/Boiga_dendrophila/7444795.jpg,184,train,6,0
5959193,False,Boiga dendrophila,ID,2017/Boiga_dendrophila/7444802.jpeg,184,train,6,0
5959193,False,Boiga dendrophila,ID,2017/Boiga_dendrophila/7444808.jpg,184,train,6,0
5959193,False,Boiga dendrophila,ID,2017/Boiga_dendrophila/7444813.jpg,184,train,6,0
5959193,False,Boiga dendrophila,ID,2017/Boiga_dendrophila/7444820.jpg,184,train,6,0
5964584,False,Bungarus fasciatus,ID,2017/Bungarus_fasciatus/7453358.jpeg,259,train,13,1
5965221,False,Xenochrophis trianguligerus,ID,2017/Xenochrophis_trianguligerus/7454277.jpeg,1756,train,107,0
5965221,False,Xenochrophis trianguligerus,ID,2017/Xenochrophis_trianguligerus/7454278.jpeg,1756,train,107,0
5965221,False,Xenochrophis trianguligerus,ID,2017/Xenochrophis_trianguligerus/7454279.jpeg,1756,train,107,0
5966255,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/7455090.jpeg,1662,train,96,1
5966255,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/7455091.jpeg,1662,train,96,1
5967675,False,Bungarus candidus,ID,2017/Bungarus_candidus/7457119.jpeg,257,train,12,1
5967878,False,Xenochrophis trianguligerus,unknown,2017/Xenochrophis_trianguligerus/7457468.jpeg,1756,train,107,0
5970309,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/7461030.jpg,1662,train,96,1
5970309,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/7461031.jpg,1662,train,96,1
5975229,False,Xenochrophis trianguligerus,unknown,2017/Xenochrophis_trianguligerus/7468252.jpeg,1756,train,107,0
5977467,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7471542.jpg,1245,train,74,0
5980108,False,Ahaetulla prasina,unknown,2017/Ahaetulla_prasina/7475490.jpg,47,train,3,0
5980220,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7475658.jpg,1245,train,74,0
5981177,False,Rhabdophis chrysargos,ID,2017/Rhabdophis_chrysargos/7476890.jpeg,1438,train,87,0
5981177,False,Rhabdophis chrysargos,ID,2017/Rhabdophis_chrysargos/7476892.jpeg,1438,train,87,0
5981357,False,Ahaetulla prasina,unknown,2017/Ahaetulla_prasina/7477170.jpeg,47,train,3,0
5988495,False,Dendrelaphis pictus,ID,2017/Dendrelaphis_pictus/7487616.jpeg,499,train,29,0
6045971,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7574852.jpeg,280,train,18,1
6045971,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7574830.jpeg,280,train,18,1
6045971,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7574847.jpeg,280,train,18,1
6045971,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7574871.jpeg,280,train,18,1
6045971,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7574884.jpeg,280,train,18,1
6097286,False,Malayopython reticulatus,ID,2017/Malayopython_reticulatus/7627443.jpeg,1004,train,57,0
6097443,False,Ptyas korros,ID,2017/Ptyas_korros/7627651.jpeg,1412,train,83,0
13847663,False,Sibynophis chinensis,TW,2017/Sibynophis_chinensis/20437055.jpg,1506,train,92,0
15321007,False,Naja atra,TW,2017/Naja_atra/22941529.jpg,1110,train,59,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002808.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002855.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002860.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002861.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002862.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002865.jpeg,261,train,15,1
20754316,False,Bungarus multicinctus,unknown,2017/Bungarus_multicinctus/32002864.jpeg,261,train,15,1
20754338,False,Trimeresurus albolabris,unknown,2017/Trimeresurus_albolabris/32002895.jpeg,1662,train,96,1
5977685,False,Ahaetulla prasina,unknown,2017/Ahaetulla_prasina/7471970.jpg,47,train,3,0
5978072,False,Pareas carinatus,ID,2017/Pareas_carinatus/7472491.jpeg,1245,train,74,0
5979788,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7475224.jpg,1245,train,74,0
5979957,False,Calliophis intestinalis,unknown,2017/Calliophis_intestinalis/7475286.jpg,280,train,18,1
5980072,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7475456.jpg,1245,train,74,0
5980438,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7475833.jpg,1245,train,74,0
5980461,False,Pareas carinatus,ID,2017/Pareas_carinatus/7475872.jpg,1245,train,74,0
5980502,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7476006.jpg,1245,train,74,0
5980528,False,Ahaetulla prasina,unknown,2017/Ahaetulla_prasina/7476056.jpeg,47,train,3,0
5980566,False,Ahaetulla prasina,unknown,2017/Ahaetulla_prasina/7476094.jpg,47,train,3,0
5980641,False,Pareas carinatus,unknown,2017/Pareas_carinatus/7476170.jpg,1245,train,74,0
5980940,False,Homalopsis buccata,ID,2017/Homalopsis_buccata/7476592.jpeg,800,train,42,0
5980940,False,Homalopsis buccata,ID,2017/Homalopsis_buccata/7476604.jpeg,800,train,42,0
5980987,False,Calliophis intestinalis,ID,2017/Calliophis_intestinalis/7476644.jpg,280,train,18,1
5981090,False,Coelognathus flavolineatus,unknown,2017/Coelognathus_flavolineatus/7476800.jpg,354,train,23,0
5981172,False,Coelognathus flavolineatus,unknown,2017/Coelognathus_flavolineatus/7476883.jpg,354,train,23,0
6023441,False,Coelognathus flavolineatus,ID,2017/Coelognathus_flavolineatus/7538727.jpeg,354,train,23,0
6023441,False,Coelognathus flavolineatus,ID,2017/Coelognathus_flavolineatus/7538737.jpeg,354,train,23,0
6097520,False,Cerberus schneiderii,ID,2017/Cerberus_schneiderii/7627815.jpeg,306,train,21,0
6097985,False,Indotyphlops braminus,ID,2017/Indotyphlops_braminus/7628485.jpeg,849,train,48,0
6108959,True,Oreocryptophis porphyraceus,HK,2017/Oreocryptophis_porphyraceus/7644395.jpg,1198,train,69,0
18800616,False,Lycodon capucinus,MY,2017/Lycodon_capucinus/28797602.jpg,951,train,50,0
30873999,False,Bungarus fasciatus,TH,2017/Bungarus_fasciatus/48263353.jpg,259,train,13,1
40015331,False,Rhabdophis chrysargos,MY,2017/Rhabdophis_chrysargos/63546793.jpg,1438,train,87,0
6042982,True,Rhabdophis tigrinus,KR,2017/Rhabdophis_tigrinus/7570895.jpg,1452,train,91,1
6042982,True,Rhabdophis tigrinus,KR,2017/Rhabdophis_tigrinus/7570896.jpg,1452,train,91,1
6042982,True,Rhabdophis tigrinus,KR,2017/Rhabdophis_tigrinus/7570897.jpg,1452,train,91,1
6062829,False,Lycodon davisonii,KH,2017/Lycodon_davisonii/7592015.jpg,953,train,51,0
6066814,False,Ptyas korros,HK,2017/Ptyas_korros/7596698.jpg,1412,train,83,0
6066814,False,Ptyas korros,HK,2017/Ptyas_korros/7596701.jpg,1412,train,83,0
6066814,False,Ptyas korros,HK,2017/Ptyas_korros/7596694.jpg,1412,train,83,0
6085079,False,Dendrelaphis pictus,TH,2017/Dendrelaphis_pictus/7611773.jpg,499,train,29,0
6139392,False,Opisthotropis andersonii,CN,2017/Opisthotropis_andersonii/7692180.jpg,1193,train,67,0
6332627,False,Amphiesma stolatum,HK,2017/Amphiesma_stolatum/7978270.jpg,66,train,4,0
37836988,False,Indotyphlops braminus,AU,2017/Indotyphlops_braminus/60061873.jpg,849,train,48,0
103241162,False,Laticauda colubrina,PH,2017/Laticauda_colubrina/172742653.jpg,887,train,49,0
6124184,False,Dendrelaphis pictus,SG,2017/Dendrelaphis_pictus/7668073.jpg,499,train,29,0
