observation_id,binomial_name,image_path,subset,code,endemic,class_id
HM 38864,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/59588.jpg,train-hm,TW,False,1330
HM 59532,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/87045.jpg,train-hm,TW,False,1330
HM 61816,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/89365.jpg,train-hm,CN,False,1330
HM 61826,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/89964.jpg,train-hm,CN,False,1330
HM 147999,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/213660.jpg,train-hm,CN,False,1330
HM 167311,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/213673.jpg,train-hm,TW,False,1330
HM 167793,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/238975.jpg,train-hm,TW,False,1330
HM 218867,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/304084.jpg,train-hm,CN,False,1330
HM 218867,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/304083.jpg,train-hm,CN,False,1330
HM 219173,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/304899.jpg,train-hm,CN,False,1330
HM 219173,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/304900.jpg,train-hm,CN,False,1330
HM 225762,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313759.jpg,train-hm,CN,False,1330
HM 225762,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313760.jpg,train-hm,CN,False,1330
HM 225762,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313761.jpg,train-hm,CN,False,1330
HM 225762,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313762.jpg,train-hm,CN,False,1330
HM 225774,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313819.jpg,train-hm,CN,False,1330
HM 225774,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313820.jpg,train-hm,CN,False,1330
HM 225774,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313821.jpg,train-hm,CN,False,1330
HM 225774,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313822.jpg,train-hm,CN,False,1330
HM 225774,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313823.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313968.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313969.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313970.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313971.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313972.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313973.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313974.jpg,train-hm,CN,False,1330
HM 225842,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313975.jpg,train-hm,CN,False,1330
HM 225843,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313976.jpg,train-hm,CN,False,1330
HM 225843,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313977.jpg,train-hm,CN,False,1330
HM 225843,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/313978.jpg,train-hm,CN,False,1330
HM 225859,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314056.jpg,train-hm,CN,False,1330
HM 225859,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314057.jpg,train-hm,CN,False,1330
HM 225859,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314058.jpg,train-hm,CN,False,1330
HM 225865,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314079.jpg,train-hm,CN,False,1330
HM 225865,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314080.jpg,train-hm,CN,False,1330
HM 225866,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314081.jpg,train-hm,CN,False,1330
HM 225866,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314082.jpg,train-hm,CN,False,1330
HM 225866,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/314083.jpg,train-hm,CN,False,1330
HM 231797,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/322523.jpg,train-hm,CN,False,1330
HM 231798,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/322524.jpg,train-hm,CN,False,1330
HM 231799,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/322525.jpg,train-hm,CN,False,1330
HM 231800,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/322526.jpg,train-hm,CN,False,1330
HM 238421,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331425.jpg,train-hm,CN,False,1330
HM 238421,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331426.jpg,train-hm,CN,False,1330
HM 238421,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331427.jpg,train-hm,CN,False,1330
HM 238422,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331422.jpg,train-hm,CN,False,1330
HM 238422,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331423.jpg,train-hm,CN,False,1330
HM 238422,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/331424.jpg,train-hm,CN,False,1330
HM 240099,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/333682.jpg,train-hm,CN,False,1330
HM 269195,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/372087.jpg,train-hm,CN,False,1330
HM 270494,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/373850.jpg,train-hm,CN,False,1330
HM 270506,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/373865.jpg,train-hm,CN,False,1330
HM 270507,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/373866.jpg,train-hm,CN,False,1330
HM 273723,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/378928.jpg,train-hm,VN,False,1330
HM 273723,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/378929.jpg,train-hm,VN,False,1330
HM 274516,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/379955.jpg,train-hm,TW,False,1330
HM 275488,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/381285.jpg,train-hm,CN,False,1330
HM 275488,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/381286.jpg,train-hm,CN,False,1330
HM 275488,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/381287.jpg,train-hm,CN,False,1330
HM 275488,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/381288.jpg,train-hm,CN,False,1330
HM 276242,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/382305.jpg,train-hm,CN,False,1330
HM 276242,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/382306.jpg,train-hm,CN,False,1330
HM 279534,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/386777.jpg,train-hm,CN,False,1330
HM 280080,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387534.jpg,train-hm,CN,False,1330
HM 280083,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387537.jpg,train-hm,CN,False,1330
HM 280089,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387544.jpg,train-hm,CN,False,1330
HM 280101,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387558.jpg,train-hm,CN,False,1330
HM 280187,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387659.jpg,train-hm,CN,False,1330
HM 280342,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387829.jpg,train-hm,CN,False,1330
HM 280365,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/387855.jpg,train-hm,CN,False,1330
HM 280506,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/388037.jpg,train-hm,CN,False,1330
HM 280579,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/388145.jpg,train-hm,CN,False,1330
HM 280587,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/388152.jpg,train-hm,CN,False,1330
HM 280599,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/388164.jpg,train-hm,CN,False,1330
HM 282521,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/390873.jpg,train-hm,CN,False,1330
HM 299980,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/412596.jpg,train-hm,VN,False,1330
HM 312905,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/429557.jpg,train-hm,CN,False,1330
HM 367604,Protobothrops mucrosquamatus,HMP/Protobothrops_mucrosquamatus/508923.jpg,train-hm,CN,False,1330
HM 4249,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/5562.jpg,train-hm,MX,False,1225
HM 8142,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/10723.jpg,train-hm,EC,False,1225
HM 37348,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/57475.jpg,train-hm,CR,False,1225
HM 41303,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/3000.jpg,train-hm,CR,False,1225
HM 45919,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/68589.jpg,train-hm,CR,False,1225
HM 48608,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/72855.jpg,train-hm,PE,False,1225
HM 48608,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/72856.jpg,train-hm,PE,False,1225
HM 50901,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/75761.jpg,train-hm,PE,False,1225
HM 50901,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/75762.jpg,train-hm,PE,False,1225
HM 74928,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/105746.jpg,train-hm,EC,False,1225
HM 74928,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/105747.jpg,train-hm,EC,False,1225
HM 78436,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/112062.jpg,train-hm,CR,False,1225
HM 79420,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/113464.jpg,train-hm,CR,False,1225
HM 168915,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/240058.jpg,train-hm,EC,False,1225
HM 172301,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/244591.jpg,train-hm,PE,False,1225
HM 172387,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/244677.jpg,train-hm,PE,False,1225
HM 172393,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/244683.jpg,train-hm,PE,False,1225
HM 172795,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/245312.jpg,train-hm,EC,False,1225
HM 183582,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/258584.jpg,train-hm,PE,False,1225
HM 195283,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/272359.jpg,train-hm,MX,False,1225
HM 212858,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/295827.jpg,train-hm,PE,False,1225
HM 212858,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/295828.jpg,train-hm,PE,False,1225
HM 236398,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/328687.jpg,train-hm,EC,False,1225
HM 236411,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/328700.jpg,train-hm,EC,False,1225
HM 238645,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/331759.jpg,train-hm,PE,False,1225
HM 245402,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/340469.jpg,train-hm,CR,False,1225
HM 246091,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/342291.jpg,train-hm,TT,False,1225
HM 246167,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/342367.jpg,train-hm,TT,False,1225
HM 247747,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/343885.jpg,train-hm,CR,False,1225
HM 256866,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/355726.jpg,train-hm,PE,False,1225
HM 256867,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/355727.jpg,train-hm,PE,False,1225
HM 256867,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/355728.jpg,train-hm,PE,False,1225
HM 257171,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356242.jpg,train-hm,TT,False,1225
HM 257628,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356815.jpg,train-hm,PE,False,1225
HM 257628,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356816.jpg,train-hm,PE,False,1225
HM 257629,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356817.jpg,train-hm,PE,False,1225
HM 257629,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356818.jpg,train-hm,PE,False,1225
HM 257629,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/356819.jpg,train-hm,PE,False,1225
HM 261741,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/361536.jpg,train-hm,HN,False,1225
HM 261741,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/361537.jpg,train-hm,HN,False,1225
HM 262126,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/361965.jpg,train-hm,EC,False,1225
HM 262126,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/361966.jpg,train-hm,EC,False,1225
HM 262126,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/361967.jpg,train-hm,EC,False,1225
HM 262127,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/362003.jpg,train-hm,EC,False,1225
HM 262127,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/362004.jpg,train-hm,EC,False,1225
HM 262565,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/362477.jpg,train-hm,CR,False,1225
HM 292413,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/403994.jpg,train-hm,MX,False,1225
HM 298540,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/410685.jpg,train-hm,PE,False,1225
HM 298697,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/410888.jpg,train-hm,PE,False,1225
HM 298699,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/410890.jpg,train-hm,PE,False,1225
HM 298728,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/410929.jpg,train-hm,PE,False,1225
HM 298728,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/410930.jpg,train-hm,PE,False,1225
HM 300500,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/413216.jpg,train-hm,GT,False,1225
HM 300500,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/413217.jpg,train-hm,GT,False,1225
HM 301837,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/415228.jpg,train-hm,PE,False,1225
HM 301837,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/415229.jpg,train-hm,PE,False,1225
HM 301855,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/415256.jpg,train-hm,PE,False,1225
HM 301896,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/415310.jpg,train-hm,PE,False,1225
HM 365732,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/506311.jpg,train-hm,PE,False,1225
HM 389752,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/538803.jpg,train-hm,PE,False,1225
HM 389791,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/538854.jpg,train-hm,PE,False,1225
HM 389791,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/538855.jpg,train-hm,PE,False,1225
HM 391777,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/541487.jpg,train-hm,PE,False,1225
HM 398352,Oxyrhopus petolarius,HMP/Oxyrhopus_petolarius/550357.jpg,train-hm,EC,False,1225
HM 170717,Trimeresurus venustus,HMP/Trimeresurus_venustus/242600.jpg,train-hm,TH,False,1687
HM 170717,Trimeresurus venustus,HMP/Trimeresurus_venustus/242601.jpg,train-hm,TH,False,1687
HM 170717,Trimeresurus venustus,HMP/Trimeresurus_venustus/242602.jpg,train-hm,TH,False,1687
HM 170717,Trimeresurus venustus,HMP/Trimeresurus_venustus/242603.jpg,train-hm,TH,False,1687
HM 339438,Trimeresurus venustus,HMP/Trimeresurus_venustus/467422.jpg,train-hm,TH,False,1687
HM 339439,Trimeresurus venustus,HMP/Trimeresurus_venustus/467423.jpg,train-hm,TH,False,1687
HM 339440,Trimeresurus venustus,HMP/Trimeresurus_venustus/467424.jpg,train-hm,TH,False,1687
HM 339441,Trimeresurus venustus,HMP/Trimeresurus_venustus/467425.jpg,train-hm,TH,False,1687
HM 339443,Trimeresurus venustus,HMP/Trimeresurus_venustus/467426.jpg,train-hm,TH,False,1687
HM 339444,Trimeresurus venustus,HMP/Trimeresurus_venustus/467427.jpg,train-hm,TH,False,1687
HM 339444,Trimeresurus venustus,HMP/Trimeresurus_venustus/467429.jpg,train-hm,TH,False,1687
HM 339445,Trimeresurus venustus,HMP/Trimeresurus_venustus/467428.jpg,train-hm,TH,False,1687
HM 359933,Trimeresurus venustus,HMP/Trimeresurus_venustus/497124.jpg,train-hm,TH,False,1687
HM 359937,Trimeresurus venustus,HMP/Trimeresurus_venustus/497128.jpg,train-hm,TH,False,1687
HM 359939,Trimeresurus venustus,HMP/Trimeresurus_venustus/497130.jpg,train-hm,TH,False,1687
HM 359945,Trimeresurus venustus,HMP/Trimeresurus_venustus/497131.jpg,train-hm,TH,False,1687
HM 359947,Trimeresurus venustus,HMP/Trimeresurus_venustus/497133.jpg,train-hm,TH,False,1687
HM 359968,Trimeresurus venustus,HMP/Trimeresurus_venustus/497154.jpg,train-hm,TH,False,1687
HM 359969,Trimeresurus venustus,HMP/Trimeresurus_venustus/497155.jpg,train-hm,TH,False,1687
HM 359970,Trimeresurus venustus,HMP/Trimeresurus_venustus/497156.jpg,train-hm,TH,False,1687
HM 360069,Trimeresurus venustus,HMP/Trimeresurus_venustus/497265.jpg,train-hm,TH,False,1687
HM 360085,Trimeresurus venustus,HMP/Trimeresurus_venustus/497281.jpg,train-hm,TH,False,1687
HM 360086,Trimeresurus venustus,HMP/Trimeresurus_venustus/497282.jpg,train-hm,TH,False,1687
HM 360214,Trimeresurus venustus,HMP/Trimeresurus_venustus/497321.jpg,train-hm,TH,False,1687
HM 360222,Trimeresurus venustus,HMP/Trimeresurus_venustus/497329.jpg,train-hm,TH,False,1687
HM 361293,Trimeresurus venustus,HMP/Trimeresurus_venustus/498012.jpg,train-hm,TH,False,1687
HM 378275,Trimeresurus venustus,HMP/Trimeresurus_venustus/523199.jpg,train-hm,TH,False,1687
HM 378275,Trimeresurus venustus,HMP/Trimeresurus_venustus/524673.jpg,train-hm,TH,False,1687
HM 378275,Trimeresurus venustus,HMP/Trimeresurus_venustus/526583.jpg,train-hm,TH,False,1687
HM 378275,Trimeresurus venustus,HMP/Trimeresurus_venustus/526589.jpg,train-hm,TH,False,1687
HM 378275,Trimeresurus venustus,HMP/Trimeresurus_venustus/526595.jpg,train-hm,TH,False,1687
HM 378276,Trimeresurus venustus,HMP/Trimeresurus_venustus/523200.jpg,train-hm,TH,False,1687
HM 378276,Trimeresurus venustus,HMP/Trimeresurus_venustus/523201.jpg,train-hm,TH,False,1687
HM 378276,Trimeresurus venustus,HMP/Trimeresurus_venustus/526596.jpg,train-hm,TH,False,1687
HM 378278,Trimeresurus venustus,HMP/Trimeresurus_venustus/523203.jpg,train-hm,TH,False,1687
HM 378279,Trimeresurus venustus,HMP/Trimeresurus_venustus/523204.jpg,train-hm,TH,False,1687
HM 378288,Trimeresurus venustus,HMP/Trimeresurus_venustus/523215.jpg,train-hm,TH,False,1687
HM 380763,Trimeresurus venustus,HMP/Trimeresurus_venustus/526597.jpg,train-hm,TH,False,1687
HM 383008,Trimeresurus venustus,HMP/Trimeresurus_venustus/529622.jpg,train-hm,TH,False,1687
HM 383450,Trimeresurus venustus,HMP/Trimeresurus_venustus/530239.jpg,train-hm,TH,False,1687
HM 383730,Trimeresurus venustus,HMP/Trimeresurus_venustus/530594.jpg,train-hm,TH,False,1687
HM 391498,Trimeresurus venustus,HMP/Trimeresurus_venustus/541140.jpg,train-hm,TH,False,1687
HM 391499,Trimeresurus venustus,HMP/Trimeresurus_venustus/541144.jpg,train-hm,TH,False,1687
HM 391504,Trimeresurus venustus,HMP/Trimeresurus_venustus/541147.jpg,train-hm,TH,False,1687
HM 394571,Trimeresurus venustus,HMP/Trimeresurus_venustus/545320.jpg,train-hm,TH,False,1687
HM 394574,Trimeresurus venustus,HMP/Trimeresurus_venustus/545323.jpg,train-hm,TH,False,1687
HM 394683,Trimeresurus venustus,HMP/Trimeresurus_venustus/545495.jpg,train-hm,TH,False,1687
HM 394717,Trimeresurus venustus,HMP/Trimeresurus_venustus/545534.jpg,train-hm,TH,False,1687
HM 394719,Trimeresurus venustus,HMP/Trimeresurus_venustus/545536.jpg,train-hm,TH,False,1687
HM 398763,Trimeresurus venustus,HMP/Trimeresurus_venustus/550936.jpg,train-hm,TH,False,1687
HM 398765,Trimeresurus venustus,HMP/Trimeresurus_venustus/550938.jpg,train-hm,TH,False,1687
HM 398774,Trimeresurus venustus,HMP/Trimeresurus_venustus/550947.jpg,train-hm,TH,False,1687
HM 398775,Trimeresurus venustus,HMP/Trimeresurus_venustus/550948.jpg,train-hm,TH,False,1687
HM 398776,Trimeresurus venustus,HMP/Trimeresurus_venustus/550949.jpg,train-hm,TH,False,1687
HM 398777,Trimeresurus venustus,HMP/Trimeresurus_venustus/550950.jpg,train-hm,TH,False,1687
HM 404664,Trimeresurus venustus,HMP/Trimeresurus_venustus/559553.jpg,train-hm,TH,False,1687
HM 404673,Trimeresurus venustus,HMP/Trimeresurus_venustus/559564.jpg,train-hm,TH,False,1687
HM 35652,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/55220.jpg,train-hm,AU,True,1375
HM 39219,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/60064.jpg,train-hm,AU,True,1375
HM 47050,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/70452.jpg,train-hm,AU,True,1375
HM 54082,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/79752.jpg,train-hm,AU,True,1375
HM 54085,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/79755.jpg,train-hm,AU,True,1375
HM 54086,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/79759.jpg,train-hm,AU,True,1375
HM 69941,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/100137.jpg,train-hm,AU,True,1375
HM 74764,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/105566.jpg,train-hm,AU,True,1375
HM 75170,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/106131.jpg,train-hm,AU,True,1375
HM 77224,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/110467.jpg,train-hm,AU,True,1375
HM 77998,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/111505.jpg,train-hm,AU,True,1375
HM 78087,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/111645.jpg,train-hm,AU,True,1375
HM 78669,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/112466.jpg,train-hm,AU,True,1375
HM 78669,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/112467.jpg,train-hm,AU,True,1375
HM 78999,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/112948.jpg,train-hm,AU,True,1375
HM 79558,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/113616.jpg,train-hm,AU,True,1375
HM 79558,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/113617.jpg,train-hm,AU,True,1375
HM 130486,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/192013.jpg,train-hm,AU,True,1375
HM 161443,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/231138.jpg,train-hm,AU,True,1375
HM 161443,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/231172.jpg,train-hm,AU,True,1375
HM 164824,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/235426.jpg,train-hm,AU,True,1375
HM 165703,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/236652.jpg,train-hm,AU,True,1375
HM 165704,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/236653.jpg,train-hm,AU,True,1375
HM 167198,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/238203.jpg,train-hm,AU,True,1375
HM 168085,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/239306.jpg,train-hm,AU,True,1375
HM 171463,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/243637.jpg,train-hm,AU,True,1375
HM 171840,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/244108.jpg,train-hm,AU,True,1375
HM 181144,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/255553.jpg,train-hm,AU,True,1375
HM 243212,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/337542.jpg,train-hm,AU,True,1375
HM 244193,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/338743.jpg,train-hm,AU,True,1375
HM 261908,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/361418.jpg,train-hm,AU,True,1375
HM 264031,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/364611.jpg,train-hm,AU,True,1375
HM 277389,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/383958.jpg,train-hm,AU,True,1375
HM 290088,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/401021.jpg,train-hm,AU,True,1375
HM 298299,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/410426.jpg,train-hm,AU,True,1375
HM 327246,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/450579.jpg,train-hm,AU,True,1375
HM 327384,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/450801.jpg,train-hm,AU,True,1375
HM 327384,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/450802.jpg,train-hm,AU,True,1375
HM 327384,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/450803.jpg,train-hm,AU,True,1375
HM 327385,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/450804.jpg,train-hm,AU,True,1375
HM 330571,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/455426.jpg,train-hm,AU,True,1375
HM 330571,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/455427.jpg,train-hm,AU,True,1375
HM 330571,Pseudechis porphyriacus,HMP/Pseudechis_porphyriacus/455428.jpg,train-hm,AU,True,1375
