observation_id,captive,endemic,binomial_name,code,image_path,class_id,subset
12866030,False,False,Coniophanes piceivittis,MX,2018/Coniophanes_piceivittis/18673743.jpeg,368,val
18004179,False,False,Naja annulifera,ZA,2018/Naja_annulifera/27523617.jpg,1108,val
18004179,False,False,Naja annulifera,ZA,2018/Naja_annulifera/27523634.jpg,1108,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966537.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966287.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966347.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966393.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966490.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966117.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966210.jpeg,1704,val
20733366,False,True,Tropidoclonion lineatum,US,2018/Tropidoclonion_lineatum/31966439.jpeg,1704,val
24766976,False,False,Dendrophidion dendrophis,EC,2018/Dendrophidion_dendrophis/38302414.jpg,518,val
37643459,False,False,Bungarus multicinctus,CN,2018/Bungarus_multicinctus/59715064.jpeg,261,val
37645322,False,False,Lycodon subcinctus,CN,2018/Lycodon_subcinctus/59718192.jpeg,971,val
37645322,False,False,Lycodon subcinctus,CN,2018/Lycodon_subcinctus/59718216.jpeg,971,val
54272460,False,False,Platyplectrurus madurensis,IN,2018/Platyplectrurus_madurensis/86350044.jpeg,1308,val
54272460,False,False,Platyplectrurus madurensis,IN,2018/Platyplectrurus_madurensis/86350066.jpeg,1308,val
54272460,False,False,Platyplectrurus madurensis,IN,2018/Platyplectrurus_madurensis/86350095.jpeg,1308,val
54272460,False,False,Platyplectrurus madurensis,IN,2018/Platyplectrurus_madurensis/86350127.jpeg,1308,val
54581615,False,True,Philodryas chamissonis,CL,2018/Philodryas_chamissonis/86844815.jpeg,1264,val
64634927,False,False,Bitis arietans,ZM,2018/Bitis_arietans/103943045.jpg,154,val
146339352,False,False,Vipera lotievi,AZ,2018/Vipera_lotievi/251569483.jpg,1743,val
12185414,False,False,Rena boettgeri,MX,2018/Rena_boettgeri/17514713.jpg,1429,val
12284665,False,True,Pituophis vertebralis,MX,2018/Pituophis_vertebralis/17669672.jpg,1297,val
12284665,False,True,Pituophis vertebralis,MX,2018/Pituophis_vertebralis/17669689.jpg,1297,val
12307402,False,False,Crotalus stephensi,unknown,2018/Crotalus_stephensi/17709082.jpg,433,val
12307762,False,False,Arizona elegans,unknown,2018/Arizona_elegans/17709711.jpg,91,val
12442658,False,False,Lampropeltis holbrooki,US,2018/Lampropeltis_holbrooki/17947200.jpg,869,val
12442658,False,False,Lampropeltis holbrooki,US,2018/Lampropeltis_holbrooki/17947671.jpg,869,val
12442658,False,False,Lampropeltis holbrooki,US,2018/Lampropeltis_holbrooki/17947695.jpg,869,val
12809705,False,False,Tropidolaemus subannulatus,MY,2018/Tropidolaemus_subannulatus/18576234.jpg,1713,val
14058111,False,False,Hydrophis platurus,AU,2018/Hydrophis_platurus/20804380.jpg,822,val
16783536,False,False,Thamnophis saurita,CA,2018/Thamnophis_saurita/25333756.jpg,1640,val
20975365,False,False,Natrix tessellata,KZ,2018/Natrix_tessellata/32389867.jpeg,1138,val
20975365,False,False,Natrix tessellata,KZ,2018/Natrix_tessellata/32389871.jpeg,1138,val
27285596,False,False,Mastigodryas melanolomus,MX,2018/Mastigodryas_melanolomus/42436211.jpg,1025,val
37249923,False,False,Xenodon dorbignyi,AR,2018/Xenodon_dorbignyi/59020557.jpeg,1759,val
38645220,False,False,Storeria occipitomaculata,unknown,2018/Storeria_occipitomaculata/61450093.jpg,1553,val
66728942,False,False,Pseudagkistrodon rudis,CN,2018/Pseudagkistrodon_rudis/107637714.jpg,1361,val
79303105,False,False,Laticauda saintgironsi,NC,2018/Laticauda_saintgironsi/129881218.jpg,890,val
80401463,False,False,Vipera ammodytes,XK,2018/Vipera_ammodytes/131737050.jpeg,1734,val
98816328,False,False,Hemirhagerrhis nototaenia,MW,2018/Hemirhagerrhis_nototaenia/164606885.jpg,788,val
12352095,False,False,Lampropeltis holbrooki,US,2018/Lampropeltis_holbrooki/17789195.jpg,869,val
12396885,False,True,Elaphe quadrivirgata,JP,2018/Elaphe_quadrivirgata/17867502.jpg,618,val
12419020,False,False,Masticophis fuliginosus,US,2018/Masticophis_fuliginosus/17906208.jpg,1014,val
12419020,False,False,Masticophis fuliginosus,US,2018/Masticophis_fuliginosus/17908226.jpg,1014,val
12419020,False,False,Masticophis fuliginosus,US,2018/Masticophis_fuliginosus/17908181.jpg,1014,val
12419020,False,False,Masticophis fuliginosus,US,2018/Masticophis_fuliginosus/17906231.jpg,1014,val
12423082,False,True,Pantherophis guttatus,unknown,2018/Pantherophis_guttatus/17913055.jpg,1235,val
12423082,False,True,Pantherophis guttatus,unknown,2018/Pantherophis_guttatus/17913031.jpg,1235,val
12440328,False,True,Virginia valeriae,unknown,2018/Virginia_valeriae/17942602.jpeg,1751,val
12452814,False,False,Clelia equatoriana,CO,2018/Clelia_equatoriana/17964448.jpg,350,val
12452814,False,False,Clelia equatoriana,CO,2018/Clelia_equatoriana/17964999.jpg,350,val
12571140,False,False,Micrurus lemniscatus,BR,2018/Micrurus_lemniscatus/18165017.jpeg,1066,val
12571140,False,False,Micrurus lemniscatus,BR,2018/Micrurus_lemniscatus/18165023.jpeg,1066,val
12571140,False,False,Micrurus lemniscatus,BR,2018/Micrurus_lemniscatus/18165032.jpeg,1066,val
13208678,False,False,Tantilla schistosa,CR,2018/Tantilla_schistosa/19313198.jpg,1598,val
13208678,False,False,Tantilla schistosa,CR,2018/Tantilla_schistosa/19313315.jpg,1598,val
33761253,False,False,Natrix tessellata,ME,2018/Natrix_tessellata/53058756.jpeg,1138,val
40684917,False,False,Echis omanensis,AE,2018/Echis_omanensis/64494249.jpg,600,val
115518434,False,False,Oligodon cinereus,TH,2018/Oligodon_cinereus/194962492.jpeg,1168,val
12571169,False,False,Hemorrhois nummifer,SY,2018/Hemorrhois_nummifer/18165096.jpg,791,val
12571169,False,False,Hemorrhois nummifer,SY,2018/Hemorrhois_nummifer/18165099.jpg,791,val
12647522,False,False,Coronella austriaca,HR,2018/Coronella_austriaca/18296667.jpg,387,val
12647522,False,False,Coronella austriaca,HR,2018/Coronella_austriaca/18296722.jpg,387,val
12668922,False,False,Lampropeltis pyromelana,unknown,2018/Lampropeltis_pyromelana/18335410.jpg,877,val
16590541,False,False,Gloydius brevicauda,CN,2018/Gloydius_brevicauda/24991820.jpg,737,val
42352616,False,False,Drymoluber dichrous,CO,2018/Drymoluber_dichrous/67240704.jpeg,576,val
45093842,False,False,Sonora annulata,MX,2018/Sonora_annulata/71490137.jpeg,1532,val
100926961,False,False,Dendrophidion dendrophis,GF,2018/Dendrophidion_dendrophis/168500018.jpeg,518,val
100926961,False,False,Dendrophidion dendrophis,GF,2018/Dendrophidion_dendrophis/168500073.jpeg,518,val
100926961,False,False,Dendrophidion dendrophis,GF,2018/Dendrophidion_dendrophis/168500080.jpeg,518,val
12744394,False,False,Corallus blombergi,EC,2018/Corallus_blombergi/18462010.jpeg,382,val
12787367,False,False,Micrurus steindachneri,EC,2018/Micrurus_steindachneri/18537471.jpeg,1080,val
12792698,False,False,Oligodon formosanus,CN,2018/Oligodon_formosanus/18546639.jpg,1173,val
12792698,False,False,Oligodon formosanus,CN,2018/Oligodon_formosanus/18546648.jpg,1173,val
12792698,False,False,Oligodon formosanus,CN,2018/Oligodon_formosanus/18546644.jpg,1173,val
12980086,False,False,Agkistrodon laticinctus,unknown,2018/Agkistrodon_laticinctus/18875248.jpg,31,val
12980086,False,False,Agkistrodon laticinctus,unknown,2018/Agkistrodon_laticinctus/18875250.jpg,31,val
12980086,False,False,Agkistrodon laticinctus,unknown,2018/Agkistrodon_laticinctus/18875256.jpg,31,val
13408893,False,False,Laticauda colubrina,PH,2018/Laticauda_colubrina/19670246.jpg,887,val
13935405,False,False,Boiga cynodon,MY,2018/Boiga_cynodon/20592725.jpeg,183,val
13935405,False,False,Boiga cynodon,MY,2018/Boiga_cynodon/20592711.jpeg,183,val
18425020,False,False,Hierophis gemonensis,GR,2018/Hierophis_gemonensis/28166430.jpeg,798,val
27482100,False,False,Pantherophis alleghaniensis,unknown,2018/Pantherophis_alleghaniensis/42764818.jpg,1232,val
35137548,False,False,Heterodon kennerlyi,MX,2018/Heterodon_kennerlyi/55372236.jpeg,794,val
38578395,False,False,Ophiophagus hannah,MY,2018/Ophiophagus_hannah/61331719.jpg,1190,val
38578395,False,False,Ophiophagus hannah,MY,2018/Ophiophagus_hannah/61332004.jpg,1190,val
48235523,False,False,Vipera nikolskii,UA,2018/Vipera_nikolskii/76522544.jpg,1745,val
12828274,False,False,Rhinotyphlops lalandei,ZA,2018/Rhinotyphlops_lalandei/18608352.jpg,1481,val
12828274,False,False,Rhinotyphlops lalandei,ZA,2018/Rhinotyphlops_lalandei/18608346.jpg,1481,val
12828274,False,False,Rhinotyphlops lalandei,ZA,2018/Rhinotyphlops_lalandei/18608360.jpg,1481,val
12828274,False,False,Rhinotyphlops lalandei,ZA,2018/Rhinotyphlops_lalandei/18608362.jpg,1481,val
12832068,False,False,Oxybelis potosiensis,BZ,2018/Oxybelis_potosiensis/18615251.jpg,1210,val
12864708,False,False,Cerastes gasperettii,AE,2018/Cerastes_gasperettii/18672111.jpg,302,val
12897660,False,False,Masticophis lateralis,unknown,2018/Masticophis_lateralis/18729164.jpeg,1015,val
12897660,False,False,Masticophis lateralis,unknown,2018/Masticophis_lateralis/18729167.jpg,1015,val
12897660,False,False,Masticophis lateralis,unknown,2018/Masticophis_lateralis/18729170.jpeg,1015,val
12897660,False,False,Masticophis lateralis,unknown,2018/Masticophis_lateralis/18729178.jpeg,1015,val
12897660,False,False,Masticophis lateralis,unknown,2018/Masticophis_lateralis/18729185.jpg,1015,val
12937100,False,True,Lampropeltis getula,unknown,2018/Lampropeltis_getula/18799767.jpeg,867,val
13132131,False,False,Python bivittatus,US,2018/Python_bivittatus/19148273.jpg,1418,val
13132131,False,False,Python bivittatus,US,2018/Python_bivittatus/19148275.jpg,1418,val
13132131,False,False,Python bivittatus,US,2018/Python_bivittatus/19148279.jpg,1418,val
13132131,False,False,Python bivittatus,US,2018/Python_bivittatus/19148280.jpg,1418,val
13132131,False,False,Python bivittatus,US,2018/Python_bivittatus/19148282.jpg,1418,val
15319024,False,False,Natrix natrix,SI,2018/Natrix_natrix/22938203.jpeg,1137,val
15319024,False,False,Natrix natrix,SI,2018/Natrix_natrix/22938213.jpeg,1137,val
18147601,False,True,Morelia spilota,AU,2018/Morelia_spilota/27741703.jpg,1098,val
19629952,False,False,Pantherophis spiloides,unknown,2018/Pantherophis_spiloides/30224930.jpg,1239,val
19629952,False,False,Pantherophis spiloides,unknown,2018/Pantherophis_spiloides/30224940.jpg,1239,val
29002647,False,True,Crotalus adamanteus,US,2018/Crotalus_adamanteus/45241825.jpg,402,val
29002647,False,True,Crotalus adamanteus,US,2018/Crotalus_adamanteus/45242257.jpg,402,val
37545354,False,False,Imantodes cenchoa,BZ,2018/Imantodes_cenchoa/59540258.jpeg,842,val
66729352,False,False,Hebius popei,CN,2018/Hebius_popei/107637993.jpg,768,val
70660088,False,False,Dolichophis caspius,UA,2018/Dolichophis_caspius/114909491.jpeg,563,val
102180928,False,False,Lachesis muta,EC,2018/Lachesis_muta/170756074.jpeg,857,val
102180928,False,False,Lachesis muta,EC,2018/Lachesis_muta/170756085.jpeg,857,val
102180928,False,False,Lachesis muta,EC,2018/Lachesis_muta/170756091.jpeg,857,val
102180928,False,False,Lachesis muta,EC,2018/Lachesis_muta/170756096.jpeg,857,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756143.jpeg,1073,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756148.jpeg,1073,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756149.jpeg,1073,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756155.jpeg,1073,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756162.jpeg,1073,val
102181023,False,False,Micrurus obscurus,EC,2018/Micrurus_obscurus/170756173.jpeg,1073,val
127518164,False,False,Oxybelis wilsoni,HN,2018/Oxybelis_wilsoni/216495520.jpg,1214,val
127518164,False,False,Oxybelis wilsoni,HN,2018/Oxybelis_wilsoni/216495570.jpg,1214,val
127518164,False,False,Oxybelis wilsoni,HN,2018/Oxybelis_wilsoni/216495587.jpg,1214,val
13107901,False,False,Dolichophis caspius,BG,2018/Dolichophis_caspius/19104270.jpeg,563,val
13107901,False,False,Dolichophis caspius,BG,2018/Dolichophis_caspius/19104274.jpeg,563,val
13111915,False,False,Rena humilis,US,2018/Rena_humilis/19110996.jpg,1432,val
13111915,False,False,Rena humilis,US,2018/Rena_humilis/19111004.jpg,1432,val
13111915,False,False,Rena humilis,US,2018/Rena_humilis/19110985.jpg,1432,val
14779627,False,True,Malpolon insignitus,SY,2018/Malpolon_insignitus/22055319.jpeg,1006,val
14779627,False,True,Malpolon insignitus,SY,2018/Malpolon_insignitus/22055323.jpeg,1006,val
18136546,False,False,Lampropeltis triangulum,unknown,2018/Lampropeltis_triangulum/27718845.jpeg,881,val
35487499,False,False,Boiga drapiezii,TH,2018/Boiga_drapiezii/55960838.jpeg,185,val
37060855,False,False,Lycodon albofuscus,TH,2018/Lycodon_albofuscus/58688739.jpeg,947,val
109683545,False,False,Dolichophis schmidti,IR,2018/Dolichophis_schmidti/184903487.jpeg,565,val
109683545,False,False,Dolichophis schmidti,IR,2018/Dolichophis_schmidti/184905729.jpeg,565,val
117227467,False,False,Oxyrhopus trigeminus,BR,2018/Oxyrhopus_trigeminus/197952682.jpeg,1227,val
130286262,False,False,Boiga siamensis,IN,2018/Boiga_siamensis/221542434.jpg,198,val
130286262,False,False,Boiga siamensis,IN,2018/Boiga_siamensis/221542460.jpg,198,val
143232594,False,False,Bungarus candidus,VN,2018/Bungarus_candidus/245620277.jpg,257,val
143232594,False,False,Bungarus candidus,VN,2018/Bungarus_candidus/245620290.jpg,257,val
13237810,False,True,Nerodia harteri,US,2018/Nerodia_harteri/19365767.jpeg,1145,val
13237810,False,True,Nerodia harteri,US,2018/Nerodia_harteri/19365777.jpeg,1145,val
13242283,False,False,Ficimia olivacea,MX,2018/Ficimia_olivacea/19373541.jpeg,701,val
13242283,False,False,Ficimia olivacea,MX,2018/Ficimia_olivacea/19373611.jpeg,701,val
13358288,False,False,Psammophis trigrammus,unknown,2018/Psammophis_trigrammus/19581100.jpg,1356,val
13358288,False,False,Psammophis trigrammus,unknown,2018/Psammophis_trigrammus/19581103.jpg,1356,val
13358288,False,False,Psammophis trigrammus,unknown,2018/Psammophis_trigrammus/19581098.jpg,1356,val
13358288,False,False,Psammophis trigrammus,unknown,2018/Psammophis_trigrammus/19581108.jpg,1356,val
13363194,False,True,Crotalus adamanteus,unknown,2018/Crotalus_adamanteus/19589654.jpg,402,val
13401065,False,False,Bothrocophias campbelli,CO,2018/Bothrocophias_campbelli/38222579.jpg,215,val
13404188,False,True,Lampropeltis nigra,US,2018/Lampropeltis_nigra/19662035.jpg,875,val
13709107,False,True,Natrix helvetica,LU,2018/Natrix_helvetica/20195684.jpeg,1135,val
13709107,False,True,Natrix helvetica,LU,2018/Natrix_helvetica/20195864.jpeg,1135,val
15066354,False,False,Bothrocophias campbelli,CO,2018/Bothrocophias_campbelli/22496661.jpg,215,val
88104959,False,False,Montivipera raddei,AM,2018/Montivipera_raddei/145329460.jpg,1093,val
146170442,False,False,Charina bottae,US,2018/Charina_bottae/251242659.jpg,311,val
13601912,False,False,Nerodia erythrogaster,unknown,2018/Nerodia_erythrogaster/20012153.jpg,1142,val
32733292,False,False,Helicops angulatus,EC,2018/Helicops_angulatus/51356866.jpg,773,val
45317192,False,False,Agkistrodon russeolus,MX,2018/Agkistrodon_russeolus/71852950.jpeg,33,val
65227755,False,False,Pareas carinatus,TH,2018/Pareas_carinatus/104948775.jpeg,1245,val
65932212,False,False,Hydrophis schistosus,IN,2018/Hydrophis_schistosus/106201098.jpeg,823,val
68573732,False,False,Prosymna lineata,ZA,2018/Prosymna_lineata/111071538.jpeg,1323,val
68573732,False,False,Prosymna lineata,ZA,2018/Prosymna_lineata/111071527.jpeg,1323,val
68573732,False,False,Prosymna lineata,ZA,2018/Prosymna_lineata/111071514.jpeg,1323,val
105346397,False,True,Thamnophis sirtalis,US,2018/Thamnophis_sirtalis/176727917.jpeg,1643,val
105346397,False,True,Thamnophis sirtalis,US,2018/Thamnophis_sirtalis/176727930.jpeg,1643,val
105346397,False,True,Thamnophis sirtalis,US,2018/Thamnophis_sirtalis/176727931.jpeg,1643,val
118117213,False,False,Eunectes murinus,EC,2018/Eunectes_murinus/199532691.jpeg,694,val
121685837,False,False,Coronella austriaca,UA,2018/Coronella_austriaca/205945873.jpeg,387,val
13575181,False,False,Hemorrhois hippocrepis,ES,2018/Hemorrhois_hippocrepis/19964674.jpeg,790,val
13575181,False,False,Hemorrhois hippocrepis,ES,2018/Hemorrhois_hippocrepis/19964715.jpeg,790,val
15853276,False,False,Bothrops asper,PE,2018/Bothrops_asper/23701552.jpeg,223,val
19045262,False,False,Spalerosophis dolichospilus,MA,2018/Spalerosophis_dolichospilus/29213528.jpg,1544,val
19045262,False,False,Spalerosophis dolichospilus,MA,2018/Spalerosophis_dolichospilus/29213689.jpg,1544,val
19045262,False,False,Spalerosophis dolichospilus,MA,2018/Spalerosophis_dolichospilus/29213690.jpg,1544,val
57072999,False,False,Pantherophis bairdi,US,2018/Pantherophis_bairdi/91005427.jpeg,1233,val
13659730,False,False,Trimeresurus stejnegeri,unknown,2018/Trimeresurus_stejnegeri/20113139.jpeg,1685,val
13659921,False,False,Trimeresurus stejnegeri,unknown,2018/Trimeresurus_stejnegeri/20113529.jpeg,1685,val
13668186,False,False,Zamenis scalaris,ES,2018/Zamenis_scalaris/20127486.jpeg,1782,val
13676042,False,False,Storeria occipitomaculata,CA,2018/Storeria_occipitomaculata/20141376.jpg,1553,val
13676042,False,False,Storeria occipitomaculata,CA,2018/Storeria_occipitomaculata/20141382.jpg,1553,val
13817521,False,False,Opheodrys aestivus,unknown,2018/Opheodrys_aestivus/20385907.jpeg,1188,val
13821090,False,False,Deinagkistrodon acutus,TW,2018/Deinagkistrodon_acutus/20392185.jpg,470,val
13846111,False,False,Ptyas dhumnades,TW,2018/Ptyas_dhumnades/20434489.jpeg,1409,val
13972649,False,True,Liodytes rigida,US,2018/Liodytes_rigida/20659157.jpg,934,val
14099953,False,True,Lycodon ruhstrati,unknown,2018/Lycodon_ruhstrati/20880565.jpg,966,val
33109729,False,False,Spilotes sulphureus,EC,2018/Spilotes_sulphureus/51973442.jpeg,1546,val
33109729,False,False,Spilotes sulphureus,EC,2018/Spilotes_sulphureus/51974224.jpeg,1546,val
64934176,False,False,Naja subfulva,ZA,2018/Naja_subfulva/104471442.jpeg,1128,val
64934176,False,False,Naja subfulva,ZA,2018/Naja_subfulva/104471451.jpeg,1128,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356103.jpeg,200,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356133.jpeg,200,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356159.jpeg,200,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356229.jpeg,200,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356249.jpeg,200,val
13800873,False,False,Boiga trigonata,IN,2018/Boiga_trigonata/20356275.jpeg,200,val
13835434,False,False,Thamnophis fulvus,HN,2018/Thamnophis_fulvus/20417202.jpeg,1628,val
13835434,False,False,Thamnophis fulvus,HN,2018/Thamnophis_fulvus/20417207.jpeg,1628,val
13878011,False,False,Lycodon aulicus,LK,2018/Lycodon_aulicus/20490437.jpeg,949,val
13878011,False,False,Lycodon aulicus,LK,2018/Lycodon_aulicus/20490563.jpeg,949,val
13878011,False,False,Lycodon aulicus,LK,2018/Lycodon_aulicus/20490570.jpeg,949,val
13935924,False,False,Crotalus pricei,US,2018/Crotalus_pricei/20593682.jpg,425,val
13963456,False,False,Xenoxybelis argenteus,EC,2018/Xenoxybelis_argenteus/20642071.jpeg,1772,val
13963456,False,False,Xenoxybelis argenteus,EC,2018/Xenoxybelis_argenteus/20642086.jpeg,1772,val
14066867,False,False,Ophiophagus hannah,IN,2018/Ophiophagus_hannah/20820515.jpeg,1190,val
15308849,False,False,Leptophis ahaetulla,HN,2018/Leptophis_ahaetulla/22918100.jpeg,912,val
15308849,False,False,Leptophis ahaetulla,HN,2018/Leptophis_ahaetulla/22918102.jpeg,912,val
19986134,False,False,Gloydius halys,RU,2018/Gloydius_halys/30845307.jpg,739,val
34058235,False,False,Hemirhagerrhis hildebrandtii,TZ,2018/Hemirhagerrhis_hildebrandtii/53556277.jpeg,787,val
34058235,False,False,Hemirhagerrhis hildebrandtii,TZ,2018/Hemirhagerrhis_hildebrandtii/53556382.jpeg,787,val
34058235,False,False,Hemirhagerrhis hildebrandtii,TZ,2018/Hemirhagerrhis_hildebrandtii/53556385.jpeg,787,val
34446905,False,False,Boiga jaspidea,ID,2018/Boiga_jaspidea/54216226.jpg,190,val
37830380,False,False,Malayopython reticulatus,TH,2018/Malayopython_reticulatus/60051866.jpeg,1004,val
54740369,False,False,Chrysopelea paradisi,SG,2018/Chrysopelea_paradisi/87120822.jpg,346,val
137017059,False,False,Aplopeltura boa,MY,2018/Aplopeltura_boa/233936180.jpg,83,val
137017059,False,False,Aplopeltura boa,MY,2018/Aplopeltura_boa/233936200.jpg,83,val
13962677,False,False,Natrix natrix,AL,2018/Natrix_natrix/20640758.jpeg,1137,val
13962677,False,False,Natrix natrix,AL,2018/Natrix_natrix/20640772.jpg,1137,val
13962677,False,False,Natrix natrix,AL,2018/Natrix_natrix/20640784.jpg,1137,val
13962677,False,False,Natrix natrix,AL,2018/Natrix_natrix/20640793.jpg,1137,val
14001238,False,False,Ungaliophis panamensis,CR,2018/Ungaliophis_panamensis/20708580.jpeg,1721,val
14170510,False,False,Vipera ammodytes,HR,2018/Vipera_ammodytes/21008840.jpeg,1734,val
19326759,False,False,Pareas chinensis,CN,2018/Pareas_chinensis/29715035.jpeg,1246,val
20192171,False,False,Coronella austriaca,GR,2018/Coronella_austriaca/31163665.png,387,val
33365382,False,False,Coronella austriaca,BE,2018/Coronella_austriaca/52399758.jpg,387,val
68215829,False,False,Erythrolamprus typhlus,SR,2018/Erythrolamprus_typhlus/110393282.jpeg,681,val
116661812,False,False,Hydrophis major,NC,2018/Hydrophis_major/196949975.jpeg,819,val
14155510,False,False,Lampropeltis multifasciata,US,2018/Lampropeltis_multifasciata/20981572.jpeg,874,val
14155510,False,False,Lampropeltis multifasciata,US,2018/Lampropeltis_multifasciata/20981687.jpeg,874,val
14189353,False,True,Masticophis flagellum,MX,2018/Masticophis_flagellum/21041706.jpg,1013,val
14413947,False,False,Hebius vibakari,JP,2018/Hebius_vibakari/21442673.jpeg,772,val
14413947,False,False,Hebius vibakari,JP,2018/Hebius_vibakari/21443975.jpeg,772,val
20744650,False,True,Thamnophis sirtalis,US,2018/Thamnophis_sirtalis/31986021.jpeg,1643,val
26556389,False,False,Pantherophis spiloides,unknown,2018/Pantherophis_spiloides/41245438.jpg,1239,val
72965114,False,False,Crotalus tigris,MX,2018/Crotalus_tigris/119059853.jpeg,434,val
104980486,False,False,Bothriechis schlegelii,HN,2018/Bothriechis_schlegelii/176032574.jpeg,211,val
105924576,False,False,Tantilla yaquia,MX,2018/Tantilla_yaquia/177840326.jpeg,1603,val
14316134,False,False,Hypsiglena chlorophaea,US,2018/Hypsiglena_chlorophaea/21266686.jpg,832,val
14339871,False,False,Thamnophis radix,unknown,2018/Thamnophis_radix/21307954.jpeg,1637,val
14346237,False,False,Oligodon fasciolatus,VN,2018/Oligodon_fasciolatus/21319255.jpeg,1172,val
14350142,False,True,Tropidoclonion lineatum,unknown,2018/Tropidoclonion_lineatum/21326006.jpeg,1704,val
14351041,False,False,Tantilla nigriceps,unknown,2018/Tantilla_nigriceps/21327541.jpeg,1592,val
14465473,False,True,Thamnophis brachystoma,unknown,2018/Thamnophis_brachystoma/21529513.jpeg,1618,val
14995131,False,True,Tantilla rubra,MX,2018/Tantilla_rubra/22368207.jpg,1596,val
14995131,False,True,Tantilla rubra,MX,2018/Tantilla_rubra/22368210.jpg,1596,val
16340472,False,False,Xenochrophis trianguligerus,MY,2018/Xenochrophis_trianguligerus/24557777.jpeg,1756,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24696675.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24696694.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24696734.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24696775.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24697567.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24697583.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24697603.jpeg,1495,val
16418069,False,False,Scaphiodontophis annulatus,HN,2018/Scaphiodontophis_annulatus/24697647.jpeg,1495,val
35517960,False,False,Alsophis rufiventris,BQ,2018/Alsophis_rufiventris/56009286.jpeg,55,val
49522849,False,False,Erythrolamprus bizona,PA,2018/Erythrolamprus_bizona/78616333.jpeg,659,val
53508070,False,False,Bothrops asper,HN,2018/Bothrops_asper/85106591.jpeg,223,val
53508070,False,False,Bothrops asper,HN,2018/Bothrops_asper/85106634.jpeg,223,val
53508070,False,False,Bothrops asper,HN,2018/Bothrops_asper/85106681.jpeg,223,val
79925622,False,False,Natrix tessellata,AT,2018/Natrix_tessellata/130950646.jpg,1138,val
79925622,False,False,Natrix tessellata,AT,2018/Natrix_tessellata/130950752.jpg,1138,val
79925622,False,False,Natrix tessellata,AT,2018/Natrix_tessellata/130951158.jpg,1138,val
135225967,False,True,Elaphe climacophora,JP,2018/Elaphe_climacophora/230609648.jpeg,613,val
135225967,False,True,Elaphe climacophora,JP,2018/Elaphe_climacophora/230609716.jpeg,613,val
135225967,False,True,Elaphe climacophora,JP,2018/Elaphe_climacophora/230609712.jpeg,613,val
14483239,False,True,Vipera berus,AT,2018/Vipera_berus/21559445.jpg,1736,val
14483239,False,True,Vipera berus,AT,2018/Vipera_berus/21559459.jpg,1736,val
14483239,False,True,Vipera berus,AT,2018/Vipera_berus/21559430.jpg,1736,val
14571269,False,False,Macroprotodon brevis,ES,2018/Macroprotodon_brevis/21712474.jpg,995,val
14571269,False,False,Macroprotodon brevis,ES,2018/Macroprotodon_brevis/21712483.jpg,995,val
14571269,False,False,Macroprotodon brevis,ES,2018/Macroprotodon_brevis/21712489.jpg,995,val
14571269,False,False,Macroprotodon brevis,ES,2018/Macroprotodon_brevis/21712495.jpg,995,val
15342770,False,False,Lycodon capucinus,MY,2018/Lycodon_capucinus/22982705.jpg,951,val
16946351,False,False,Leptodeira polysticta,MX,2018/Leptodeira_polysticta/25610918.jpg,903,val
